Loan_ID,Property_Type,Loan_Status,Currency,Commitment_Amount,Outstanding_Balance,PD,LGD,EAD,RWA,LTV,Economic_Capital,Expected_Credit_Loss,Recovery_Percentage,Net_Charge_Offs
8ed08363-3ed8-4bd8-a85f-a2773f3a3724,Industrial,Default,EUR,423158998.6,813529190.3,868673.81,859598.63,973730.77,993703.75,679304.93,786016.43,789127.96,219075.29,372399.78
c42c1532-497d-4f45-9683-7bf8d790a44f,Self-Storage,Delinquent,EUR,932696850.2,751814398.9,443786.02,372194.91,319661.92,862765.32,30078.65,341346.59,291663.42,577842.11,967477.88
c9e5b42c-1bfc-480e-b217-dd7be3261990,Retail,Charged-Off,GBP,993172559.3,193414493.7,14182.54,31861.67,594735.39,735665.63,661806.24,791558.47,906580.64,755694.54,54740.06
ae4ebafc-8315-4530-82a7-182e5447b914,Industrial,Charged-Off,EUR,311665858.8,83848109.49,188981.52,38188.02,780867.86,913537.45,417272.69,623572.13,709221.25,500574.03,15033.26
775b56c9-d8f4-4aa0-b5f9-6a9ed0a74872,Healthcare,Default,JPY,209714569.5,995412132.1,419927.1,571899.25,321924.61,988457.0,587126.36,824335.87,979692.74,922962.17,927153.21
961f1c75-0cb5-4b62-82ab-ed96c578d2de,Healthcare,Charged-Off,EUR,807944300.9,136139723.6,432402.52,369904.71,479545.19,369334.54,279908.49,669884.37,277372.28,701622.06,820670.41
e14debe4-0e07-4f3d-a16d-8e1b42097f68,Healthcare,Charged-Off,EUR,690303786.2,709956526.1,657247.71,907949.59,615909.17,403835.95,979308.08,956189.66,167309.21,331594.83,504236.72
36da0610-89d9-4e5d-93b4-8da86fdc64e6,Land,Default,USD,295212818.3,735987329.3,544238.23,247324.43,233498.09,451302.19,367804.69,684116.85,723557.53,827967.26,174057.51
bab71f87-5d2f-4abd-ae7f-6585938a71d6,Industrial,Current,JPY,490807771.3,141591621.1,191093.37,997268.28,129701.75,563029.03,730878.35,604876.63,147667.87,404093.12,407385.64
ccbbc852-beb2-42c8-a011-5ebba05054c8,Self-Storage,Current,USD,402167818.7,943640799.6,247896.51,36203.35,695983.21,293690.4,435688.61,229782.76,421175.31,54217.48,803011.01
67bebbb8-204d-4e71-9d24-3368fa6642c4,Self-Storage,Charged-Off,EUR,357288077.8,464068804.0,16982.66,900912.03,451743.19,95142.23,150701.01,892361.52,744457.08,830202.37,540407.3
7b70819e-7460-4a3b-904f-1b3ddbbc29ac,Multifamily,Delinquent,EUR,100166830.8,271704453.0,888099.35,758684.07,734506.02,702952.93,515924.12,92920.4,326144.27,516490.56,584298.38
364b0727-6951-4eb7-8c71-ab008cb4e9b8,Healthcare,Current,JPY,108567054.1,692804682.8,318704.51,905243.62,288928.09,266675.19,387739.85,212552.21,216770.71,78216.04,256086.73
81b0803e-f542-4f56-a177-b19862ac8c7d,Land,Current,CNY,16345083.75,520468962.0,97460.57,430519.31,220214.28,377250.45,173422.6,267045.61,368180.65,632611.6,44767.2
b9c28980-60a3-4886-ad5c-f7168dc39c55,Multifamily,Charged-Off,USD,619056499.9,218021339.2,425437.04,523028.29,239800.16,750383.92,673507.54,692462.53,428723.81,339242.75,901977.16
7f04fc36-4a71-4b5c-9c0c-2c058bf20186,Land,Delinquent,CNY,280247498.9,787429815.8,575458.2,260288.7,196851.46,798505.12,408903.11,648392.65,814844.26,766536.78,676434.94
4f6d335c-3a2d-4511-bf1d-84e2975e6052,Land,Charged-Off,CNY,24668930.87,889303105.7,810607.91,38914.07,337329.24,222374.75,901388.42,208808.34,460265.35,273998.61,868196.15
d7853b9c-064b-4ac1-b918-9e7181bf41b8,Retail,Delinquent,JPY,752602875.4,133390956.9,488082.38,788410.59,549874.07,240694.34,129397.27,584247.26,383846.86,611359.11,684191.22
0ff7afac-fb86-4262-9823-6d350a692ff0,Self-Storage,Charged-Off,CNY,22893108.13,997277337.9,57026.63,607970.07,687047.49,595197.48,299155.67,622521.67,399156.13,408432.41,760195.05
051da3e6-aaab-40e6-951d-673cac994644,Hotel,Delinquent,USD,813043968.1,410747550.2,256973.0,628112.89,74659.39,424915.9,170728.85,402453.7,824000.46,131658.44,19919.91
1860f233-4ca0-465f-9296-b13129130fbf,Land,Delinquent,GBP,304076365.2,243100005.0,761697.93,61320.51,878324.91,419061.43,273864.55,561503.71,909695.32,448029.89,691468.67
c40908a9-e18b-4d7a-979a-35a54f2a3b1a,Multifamily,Default,USD,977374300.5,867393272.5,385486.66,435925.06,107698.43,21072.38,573687.8,452216.72,607995.22,208550.83,311640.28
45e34276-fdd7-44c9-a04b-67c66df5ac4b,Industrial,Delinquent,GBP,472237467.7,866118684.3,844442.86,768877.34,564879.54,789378.68,341713.91,714826.09,218835.02,320918.42,729906.9
68e97267-f2f1-4064-89d2-f4194e9cc5b7,Industrial,Charged-Off,USD,933752420.3,272636425.5,727197.89,917180.74,361167.21,483707.08,530472.12,952353.58,649657.17,314118.93,429187.87
d162ed4d-0f84-4d41-80e7-d907a749af03,Hotel,Delinquent,EUR,164407467.8,171992148.9,142523.53,395927.31,587919.62,251920.11,164553.04,939054.94,301789.53,505376.37,535229.01
fe2fd6b0-f168-4e17-9bc4-f665b67169c8,Hotel,Delinquent,EUR,76372490.69,891034224.7,65651.9,446536.63,306177.82,42768.78,770213.05,523344.99,237474.57,655605.83,984637.52
9cb90e34-0348-42ef-a05a-26cb438aa4ee,Land,Charged-Off,USD,953979353.4,419864034.5,392272.15,145845.89,492588.65,854577.02,664964.66,350341.77,760098.88,834184.46,508180.76
0ab2f1e1-b741-462e-abf5-cf08df08d6a2,Land,Current,USD,927005834.8,558607369.3,393802.64,103916.35,909398.35,391118.4,805965.59,690163.16,354658.31,746884.5,373518.41
e415710e-8258-4fc7-b399-5fc0400d1512,Healthcare,Delinquent,CNY,36394011.4,8547672.86,768525.43,230080.79,759265.31,932360.93,835481.5,982358.62,623612.6,662729.14,700383.51
5cef0d5f-35a6-44ba-a59f-306ed92022df,Hotel,Default,USD,390934044.0,924588249.6,88796.0,611107.83,328546.53,646439.8,581709.74,870932.87,657443.78,758927.32,556666.21
474825dd-92ef-4aef-832d-8d2a56f162a0,Land,Charged-Off,CNY,189694627.7,174432747.5,404545.59,278859.07,601323.77,308710.72,836274.21,961491.43,383953.05,696606.15,660081.37
ed446342-58d6-47d8-b8da-f4b75d89fcc2,Retail,Default,USD,653957742.4,939407544.1,424066.97,428522.41,38548.3,410800.8,811599.67,426596.2,609095.16,228593.72,963902.88
ac01a72b-bfa2-4376-b784-2cb69f01f256,Office,Default,JPY,195927233.3,884541327.4,578108.63,2499.5,287524.47,982790.62,191008.87,980981.33,34514.48,917120.85,72327.92
a62761a9-6a8e-4bb9-9e7b-4941e25153ef,Office,Delinquent,CNY,623480915.5,862658219.3,477745.66,814859.8,53223.05,166902.12,424295.72,512590.34,825575.4,961408.33,743823.67
9001a149-9c81-46b2-a133-d3a1d1e2b238,Land,Charged-Off,EUR,565273183.6,69353056.28,130963.69,984433.04,791103.62,408222.45,531354.94,229418.77,745933.79,689410.48,981644.68
1e6bc1d6-5647-440f-a4d9-eec78623c599,Industrial,Default,USD,271755117.3,33699294.83,590403.15,516525.46,148644.76,682625.65,700064.38,842794.78,339254.06,377822.85,585952.83
e3871b6d-99f9-4817-ba04-e29d90ee45a5,Land,Current,USD,668952516.2,196309084.8,976407.57,221531.74,544795.24,145401.13,885690.57,488002.02,90744.05,803638.48,46748.6
082cb28e-70f0-4a85-9c33-adb1a073fb01,Self-Storage,Delinquent,CNY,883586691.6,846098967.0,249039.11,149127.91,808530.18,232401.8,778167.47,918896.36,908301.81,480835.67,233061.5
7558fb4b-9a79-4376-9621-fa7417b01544,Self-Storage,Default,GBP,85913755.96,995153333.2,483354.54,504850.06,644901.38,24316.48,605876.4,463054.7,18994.33,897143.18,979481.55
0967b350-4ff6-4c64-8a17-83a78d558e52,Industrial,Charged-Off,GBP,211216835.5,511476560.3,924315.04,81132.51,606485.76,655763.56,422176.75,272178.35,334568.34,740605.71,156755.1
c2998ead-88ad-41e5-a68b-876d7a4b934b,Healthcare,Delinquent,JPY,74318304.38,943026500.6,921984.19,377665.88,426783.95,962922.7,298246.47,666728.51,458280.43,391745.12,128132.04
216ca85b-6ef7-4c1e-aefd-d8cb988f92e3,Hotel,Default,JPY,730117112.8,463038442.2,448529.91,410510.92,147268.55,841472.09,157175.59,151128.68,880701.24,638654.77,499295.04
64c59817-dd89-43ae-ad36-8425ff3b79a7,Retail,Delinquent,EUR,668568317.6,942970001.3,567704.98,866699.2,220555.92,513886.23,338246.84,798803.69,397104.37,609913.39,47474.22
b54eb356-21d4-41dc-ad17-7ec8862ee085,Multifamily,Current,EUR,783583259.0,597846441.2,386189.92,147975.94,564636.18,929168.55,995015.01,521525.17,391657.2,298371.98,688405.2
a22d510c-a906-4fca-b19b-90c4fc44d9bd,Office,Current,USD,360178571.6,316081637.8,750850.33,728755.43,753063.65,834528.52,600786.0,412957.11,581854.33,999995.18,289597.67
875e4f98-b44a-4ded-9d0c-8be7c81f5e04,Self-Storage,Current,EUR,243659160.4,311474808.5,585674.55,723672.52,821514.98,915574.37,860155.23,479286.59,49080.91,841092.1,350394.68
4b2507a3-e894-43e8-87dd-36c23be6d358,Office,Default,GBP,438810470.9,312614514.2,844625.45,884765.2,266605.09,423968.39,532368.17,848995.15,620236.92,453762.45,154505.18
b62402c4-8708-4434-adb1-5c7d30a9586a,Land,Delinquent,CNY,827536246.8,747260310.9,540445.71,407413.48,907021.12,145730.88,733211.52,41406.23,698297.39,114318.14,301194.28
5d509aec-bd40-4d73-8847-f5af99fd2852,Hotel,Delinquent,JPY,211882796.2,7228298.43,523700.83,878602.17,758191.8,759315.1,762905.68,817507.7,545280.46,926877.49,735821.63
9efe13a0-b713-412b-afe5-ef2a3f8ad5bf,Industrial,Default,CNY,789277954.8,403461592.1,117178.88,651141.41,170324.82,529726.06,573172.04,544295.83,298496.35,389808.66,379180.44
79114ce9-3523-46d7-9ba3-fdc4aa17ad10,Office,Current,EUR,201879246.2,882203599.1,13510.27,777630.06,80681.47,694262.99,954484.91,863789.78,258207.08,458664.19,377456.76
76c8c8c7-14b3-4dca-a6fb-5925f050d5d4,Healthcare,Default,JPY,572341563.1,872234893.4,66340.43,396275.34,457677.48,416950.1,609931.89,308649.33,456318.95,883254.13,454684.4
198645f1-4275-444d-a881-0f36a0263a2d,Multifamily,Default,EUR,633357328.6,729670508.9,53974.66,51371.28,335983.09,654885.15,221881.27,663489.11,224057.4,931272.83,988808.95
ac3c9b99-e72c-43c9-a36c-c7feee261d4f,Industrial,Delinquent,CNY,577083213.0,583143883.4,793451.42,590624.62,188059.81,437834.64,731222.07,169553.89,116757.93,516933.43,397215.71
71f56ba0-8b37-4a3d-b534-c49916461424,Land,Charged-Off,USD,759492013.9,655505732.5,93189.22,962438.13,469384.09,552931.35,640359.84,678494.09,467159.5,466269.97,627316.01
6da5ec7b-67bb-4401-af98-d198ac1f3088,Healthcare,Default,USD,581525574.6,528598821.8,498070.5,686422.84,901475.05,670418.15,202454.41,541039.22,649374.89,323106.02,503156.42
7f2936d2-dcfb-446d-a474-9825913342db,Office,Delinquent,GBP,922821835.0,463238452.2,960378.85,582455.86,587978.08,934821.56,426438.98,749815.87,760087.98,614373.92,314588.25
e7f82e56-94f9-4d2c-af6f-958de2507378,Retail,Delinquent,CNY,734743987.4,126580399.2,610569.98,268219.42,862437.39,565251.86,119060.03,2535.27,102100.3,804516.36,357820.27
9cc04f61-f6b6-4d9c-8656-61904e0c0e91,Industrial,Delinquent,EUR,543302134.3,134995317.6,761519.43,170032.47,275560.21,198275.43,500495.67,918610.61,563469.33,499213.37,282831.4
ad1b88ac-68c9-4c8a-87bf-e583d9965602,Industrial,Charged-Off,GBP,744002406.5,196916851.7,1981.45,638301.65,869361.85,867023.72,330690.63,419356.86,312529.43,36693.1,237770.95
f825fd8c-0711-4a48-958a-d7c35dec7991,Healthcare,Current,USD,914217517.1,692058101.5,452459.42,113663.03,323914.1,950133.52,65196.67,39871.85,534072.5,210777.21,281330.38
a4e41f6c-bdcc-40ca-86b2-d8c70a1164df,Land,Default,JPY,712823505.5,990803899.2,49540.2,167665.59,921340.84,934589.29,672833.49,741371.11,816294.63,404685.42,661114.26
996e29f4-5230-4e0a-8791-2a2af093d858,Self-Storage,Charged-Off,JPY,972103703.4,12579624.74,228123.53,767730.82,307786.85,351790.44,609635.6,68435.61,686150.55,712245.79,453152.02
9c3e3482-9007-42ce-86df-80ae8e170339,Office,Default,EUR,710227833.7,732553194.0,140882.87,112906.34,954405.54,72290.34,274826.75,560524.55,146311.88,392091.54,356395.98
43103e9b-8399-4380-a785-44ac92d45f7c,Self-Storage,Current,EUR,542810962.2,934285786.6,71411.35,628105.92,123686.36,586580.93,691589.46,151679.01,998172.14,450769.89,47575.8
28ecfc56-52e4-4ff9-a155-d1c3713a9f3f,Healthcare,Current,USD,696420437.7,73520899.44,47309.27,827064.25,407705.89,614713.25,997404.16,594892.59,864159.63,718135.88,430870.07
d143992b-ed14-4da1-8c6a-e3fc5511711c,Self-Storage,Default,JPY,861909507.6,698457124.6,373864.3,597000.41,168743.97,705667.49,693722.37,77702.71,167425.99,994423.45,187636.17
f76598e9-2942-4a1a-a825-7520aed5e6c5,Retail,Current,GBP,747254816.7,791480005.6,864071.16,185583.82,259147.03,944101.78,390405.42,449792.02,906480.45,256303.54,199122.86
1f4a2e21-4eae-4937-944f-24ca38145764,Multifamily,Current,JPY,460051130.4,65075307.6,447345.93,107812.41,548940.98,994859.97,937967.17,52803.17,28833.84,720205.36,67193.72
8e3d1979-9928-40f3-a8db-a7ee3df07c28,Land,Current,CNY,191859749.8,653254348.7,575366.42,992501.75,776690.86,5682.93,256159.3,20313.0,928315.86,581509.69,161751.25
68678dd6-cc34-490c-973e-17ace5f21cd0,Healthcare,Default,EUR,176617712.5,852115909.8,419653.9,292059.36,4773.28,75787.83,788430.23,227443.03,437688.92,693962.02,332208.89
560c1cd6-fed1-4c25-abad-06c2de52d8de,Healthcare,Default,JPY,637311937.2,310354853.6,373116.72,525146.43,238611.39,995282.55,181854.31,778351.11,711538.62,310774.43,655304.93
fffa58dc-68bd-4d47-a9ad-f1c263b1ed00,Office,Delinquent,GBP,141030720.9,292238368.8,592947.4,974760.95,248563.9,336510.81,514972.12,22451.17,211628.95,651275.47,843211.48
13b746d1-504e-4f79-b5a0-b0a26219ac21,Hotel,Default,EUR,35632717.21,995667428.9,421856.0,96898.72,327448.89,329586.36,282870.54,223728.01,504465.92,477661.93,236113.24
3a96165a-bf47-4c90-8629-dbae609a7aae,Office,Current,GBP,798669176.0,80176074.3,857017.42,489446.35,958684.86,594311.77,754049.64,172793.85,364378.36,43474.42,670417.81
004ea5f6-c99f-4d05-a0d8-7026a7e7810f,Land,Delinquent,GBP,879053487.1,978870793.1,588136.38,857452.46,519525.78,190916.41,564885.95,948298.75,366314.29,348758.02,7132.44
81fcb6b1-b30c-45c9-b005-64d8304db002,Land,Current,JPY,567370858.2,835091779.1,104995.01,787295.41,712909.08,184426.84,29105.3,264382.16,94743.73,401806.44,232074.54
7f865987-2a89-4024-a668-868ac1543126,Self-Storage,Delinquent,JPY,330921731.8,641039017.4,597972.65,293912.3,299949.87,806341.44,339598.49,855128.82,640892.36,14252.72,820444.36
2bb65735-072b-4964-b552-4b40bdff16cb,Hotel,Default,JPY,711250476.2,972166053.4,166308.0,13597.3,483464.23,815291.35,863647.31,501786.47,46244.65,835511.01,475159.39
9c9e6a66-29f2-4951-bc29-b9f0553ff1c9,Healthcare,Current,EUR,707512162.9,626978248.4,632263.21,313828.44,381027.58,421079.4,922921.62,900222.49,547139.84,554658.75,904128.73
effb3e8a-bbc1-4af7-8fe7-cb869a292945,Office,Default,GBP,47094940.23,516394878.0,240932.28,504574.65,817799.05,217539.86,598350.33,281042.92,628359.31,969728.09,361748.15
031fd0f0-069b-4402-9ee7-118d96296cb6,Self-Storage,Delinquent,GBP,547216356.5,194356281.2,861324.82,792368.31,151558.5,20196.05,812390.38,753304.98,91508.29,841725.05,943406.94
54c528dd-de18-4623-ad94-53c09af48b25,Retail,Current,JPY,955572303.0,203995360.9,363607.89,131575.65,61123.14,56188.68,401266.51,263378.9,411563.38,895062.89,880891.52
a7916d39-637f-4178-8844-3c36ce325d35,Office,Default,USD,34375038.93,765727127.2,370370.32,626187.62,238615.13,919269.79,875933.58,188373.21,13019.81,81088.78,790443.17
88110157-2806-47dd-bbf4-cd90ffa7cef8,Industrial,Charged-Off,USD,275387299.6,944112869.0,16359.98,429846.44,866889.42,448512.46,128036.6,638936.99,317317.77,225228.86,923411.84
f64f031b-4376-43d3-a449-e9a5e5c17729,Industrial,Current,EUR,59547420.87,693711240.8,195363.8,380674.85,630086.5,789174.67,374385.67,472042.69,468521.25,982251.32,65157.09
85f2330e-1e6e-4e14-8e42-cefa3841957d,Office,Current,CNY,788683359.8,121961354.6,563985.77,815898.26,862853.38,218416.23,28663.39,768885.75,386568.64,107932.02,58418.37
a25588dd-754c-4ff2-830f-a616fb161d88,Multifamily,Current,USD,571200576.7,166026371.5,329991.14,932596.41,776026.75,555613.58,124652.3,935639.14,167323.18,959543.6,860599.84
d9e75f8e-bf50-436c-a844-76fe78cf0c9d,Land,Delinquent,USD,86650643.87,141089374.6,868798.46,594751.97,489976.36,576654.23,156055.32,859503.75,232002.64,426356.85,329742.32
ca8102d6-56dc-44fe-9c4b-ed923cbdf58c,Industrial,Default,CNY,346438851.6,725685134.8,205503.8,474392.39,679299.45,876807.22,778502.49,897167.4,712647.53,456824.46,187745.34
7b31c4e6-10bc-4241-af6e-f915c38c8ae4,Industrial,Default,USD,372925256.1,626633796.8,738111.8,717815.36,10926.13,426374.42,781386.04,275520.84,789801.03,946953.18,811149.08
6813f44d-aef9-4c90-9a84-aaacce4bef08,Multifamily,Charged-Off,CNY,329598840.1,239002116.5,622463.76,73063.18,628441.31,156731.6,60587.27,899619.52,128049.3,807601.66,467080.24
cc8a1b58-8bc7-486e-a3ef-9018586123eb,Office,Delinquent,CNY,734765048.7,230875236.7,571260.91,93432.23,392573.24,982072.31,489438.74,152054.38,905696.56,18682.62,273980.71
7d6cc682-4fd4-46b5-bac3-58de25497826,Land,Delinquent,GBP,124026909.6,266339658.8,30205.22,859437.59,248825.76,359169.34,106884.83,798944.8,116435.68,519861.64,874468.17
9cbe6ff1-4238-4101-a28e-23e7c773fdfc,Healthcare,Charged-Off,JPY,714595679.8,653999671.8,203380.36,978583.94,940767.76,633796.65,355631.05,438971.14,166787.82,705666.43,920041.52
78247f5a-e73b-417c-920c-1262cc1e68f9,Land,Default,CNY,726841068.9,917368597.1,966494.5,112600.8,578515.44,899611.24,276304.18,354677.79,640693.94,979375.56,145916.44
308b5a14-9ed9-482d-a9d2-c418b6b4fdf0,Retail,Charged-Off,USD,232655392.5,714106382.2,915828.16,702957.74,723104.06,294260.77,205739.93,119168.02,998548.37,766282.89,766848.57
0effb99b-4404-415b-a4f3-fbab8a7272bd,Hotel,Default,EUR,375803074.8,676491939.3,918198.08,161267.75,970586.39,326518.99,894103.31,685632.21,705396.47,267553.58,862482.77
b02c270c-55f5-4a64-b2f3-e286ad4aadd1,Self-Storage,Current,CNY,16392689.15,262066070.5,174241.03,942760.02,123838.55,133767.98,985705.82,518030.64,747333.89,173446.86,277425.01
bb66ef37-da74-4926-b55e-5b9e2d261d35,Multifamily,Charged-Off,EUR,988568640.9,491607643.4,351781.57,45673.05,259949.76,265258.76,900148.97,466937.79,390308.31,967068.3,829976.26
5678e433-5a8c-4d38-9c5c-7657f79f73a2,Hotel,Delinquent,JPY,733849025.7,647943149.1,237101.97,373425.21,814875.42,722967.14,728159.43,569192.83,563919.47,795928.25,911829.66
13213e19-ded6-4d39-8c61-daa6275a1880,Self-Storage,Default,JPY,446007590.7,143549106.4,302638.29,478796.35,160358.4,683697.24,963237.01,362477.0,68575.09,854865.53,626598.78
d4b92d6d-4d52-484a-8cc9-1a1d8f71cc1d,Self-Storage,Charged-Off,GBP,716584884.4,964653403.7,243896.85,132461.94,468889.62,765230.06,999106.29,995718.83,71314.89,382862.69,849538.21
79b0a7aa-c0e0-4db7-aba5-559f277a3ce9,Healthcare,Current,EUR,516060571.1,704163190.1,507037.66,202166.18,487607.16,524057.26,451898.94,171901.85,474873.59,695683.39,564612.26
10a77eed-c9eb-4a30-b28c-d97500c0c3ae,Office,Default,CNY,305120364.9,200473208.6,375884.96,103767.07,773703.57,150732.37,305588.49,666830.0,301999.48,956427.57,894843.77
871c6cbf-4fe4-4095-91c9-c46ed89850a8,Multifamily,Current,USD,499191976.8,175686782.5,665258.18,514858.67,812506.81,733039.42,725215.37,199613.25,922573.64,739119.81,820197.23
719a841b-dffe-4938-84f9-708478a94594,Industrial,Delinquent,USD,510414547.3,214658766.3,355178.31,349403.44,751685.54,655627.72,85264.31,272908.08,287537.39,192898.77,281728.05
