Customer_ID,Loan_Type,Currency,Economic_Capital,Expected_Credit_Loss,Stress_Test_Scenario,Recovery_Percentage,Net_Loss_Given_Default,Excessive_Loss_Flag,Extreme_Credit_Loss_Flag,Extreme_Stress_Test_Flag,Remediation_Recovery_Percentage,Remediation_Excessive_Loss,Remediation_Extreme_Credit_Loss,Remediation_Extreme_Stress_Test
c8eb6edc-fa43-4262-8acb-384dfc412a40,Revolver,CNY,571218.07,36609.72,916168.02,100,448209.97,FALSE,FALSE,FALSE,OK,OK,OK,OK
0770b53b-014a-48a6-aafa-d730ce2d6064,Term Loan,CNY,85504.76,593294.24,733311.5,100,221680.17,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
c1bdbf15-60ca-4fb3-a77e-56ff92b60277,Bridge Loan,CNY,895328.06,191801.49,667827.57,100,285494.73,FALSE,FALSE,FALSE,OK,OK,OK,OK
cab15564-deca-4bec-b224-b0db2fae17d5,Bridge Loan,EUR,68853.92,536423.25,469930.17,100,376951.58,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
1c85b849-15b1-4c09-b664-a54615174220,Bridge Loan,EUR,500699.6,697558.71,133387.69,100,183105.85,FALSE,FALSE,FALSE,OK,OK,OK,OK
024ed763-6efc-472a-bc32-d9d36958da3e,Bridge Loan,JPY,73144.47,638412.09,372185.88,100,298027.66,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
ea32baf1-d60d-4ff9-999e-a5c493b6cbab,Term Loan,GBP,194956.24,624408.62,891355.64,100,686026.74,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
65ef929a-05cd-4405-9f4d-ca291cb7750f,Bridge Loan,JPY,754335.04,402733.82,976602,100,152736.54,FALSE,FALSE,FALSE,OK,OK,OK,OK
f32de6da-b20c-4268-af54-0b5f732f865f,Bridge Loan,CNY,483140.73,311366.48,408421.15,100,364107.49,FALSE,FALSE,FALSE,OK,OK,OK,OK
82595ef1-6da4-4395-9739-f90dbabe9d8e,Syndicated Loan,USD,415327.93,612366.89,597809.95,100,557023.5,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
971886e7-4e97-425e-8bea-f0aac3ea2782,Term Loan,GBP,889162.17,913895.06,685890.41,100,884593.92,FALSE,FALSE,FALSE,OK,OK,OK,OK
135bba34-bdc0-412d-8fcd-64fbd4871b0f,Syndicated Loan,EUR,741534.82,750045.41,129684.52,100,196900.33,FALSE,FALSE,FALSE,OK,OK,OK,OK
da106bc1-6234-4f18-a01e-3299de92c985,Bridge Loan,GBP,932305.86,316828.01,164514.48,100,574081.11,FALSE,FALSE,FALSE,OK,OK,OK,OK
c99467bc-639e-4e5e-804f-f661b0a16663,Revolver,USD,222570.24,874331.12,135759.06,100,71935.81,FALSE,FALSE,FALSE,OK,OK,OK,OK
366d9ad4-960e-47e2-be73-791238d68431,Syndicated Loan,EUR,282378.1,942074.37,609219.95,100,897139.49,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
97e296e6-8462-4b45-aeae-07bab1271ab4,Revolver,EUR,335443.05,859428.4,861249.59,100,254477.67,FALSE,FALSE,FALSE,OK,OK,OK,OK
45b980cb-f55a-4d8a-aecb-948636476991,Revolver,JPY,258103.4,235919.54,334853.94,100,136938.16,FALSE,FALSE,FALSE,OK,OK,OK,OK
4151bc2f-1fe0-42d1-ad07-b3280aaf9c0d,Revolver,CNY,31043.58,425504.32,973784.98,100,711676.35,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
b3976445-6381-4c66-b996-bd19141fbc43,Bridge Loan,CNY,851363.82,646245.78,992867.87,100,627079.29,FALSE,FALSE,TRUE,OK,OK,OK,Ensure stress test model aligns with Fed guidelines; normalize outliers
2c409f92-1428-4f77-8250-5df14c9722ca,Term Loan,EUR,852688.54,646031.52,793166.53,100,35573.15,FALSE,FALSE,FALSE,OK,OK,OK,OK
51a67008-b25b-45d7-98da-54259c81c524,Bridge Loan,CNY,610965.73,748820.69,223378.92,100,368168.44,FALSE,FALSE,FALSE,OK,OK,OK,OK
1d2455f1-ecc4-4cfd-8d79-40635f7016ab,Revolver,CNY,99217.43,162378.48,990302.71,100,670631.18,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
7f22bb11-97a8-4fa7-82fd-8a18b0558eac,Revolver,CNY,553814.05,742140.96,891514.23,100,638941.11,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
69680158-649d-4ae0-aef6-e66093fa706f,Revolver,JPY,541146.99,537840.71,641506.56,100,602780.41,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
c57372c8-1def-42be-bf7a-9c6553e67d3d,Syndicated Loan,JPY,746549.27,380866.3,694940.17,100,794922.37,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
0d0c7314-84ae-4201-80c4-0e33e0f36dc5,Revolver,JPY,132870.35,728898.18,669330.52,100,963929.24,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
d738a354-b52e-4a2b-b704-2f560e53c753,Syndicated Loan,GBP,794763.59,128862.69,990899.37,100,105790.23,FALSE,FALSE,FALSE,OK,OK,OK,OK
42c2bbbf-61b9-4d3d-a758-7c44f262583c,Bridge Loan,USD,609783.41,546276.16,190422.02,100,926510.86,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
dde25f12-d174-4749-b136-0d646f4aea9a,Term Loan,JPY,16670.38,190411.82,464297.32,100,601632.05,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
a3287ba4-f96e-4db1-9674-aebf05414d6a,Term Loan,CNY,481255.7,433389.33,893637.63,100,402843.2,FALSE,FALSE,FALSE,OK,OK,OK,OK
e1da5970-d99f-4d1f-bb49-6de9381ecf22,Syndicated Loan,EUR,59302.88,225840.03,381221.09,100,99250.54,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
55d9ab0a-85c0-4b87-a459-07efb37bfc71,Term Loan,CNY,397639.08,392935.14,76132.96,100,531888.4,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
9c1f9f16-ddd8-45c3-a953-c36eb1c5b4cf,Bridge Loan,USD,319797.71,619386.74,818693.9,100,627095.14,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
4d46509a-ca57-4d35-85d8-f95306dd01ad,Syndicated Loan,CNY,458858.75,752753.96,895383.29,100,308760,FALSE,FALSE,FALSE,OK,OK,OK,OK
e2a44ee5-fc51-4bbb-b89e-800fa45b9a5b,Term Loan,CNY,616293.73,772180.67,610029.47,100,536849.77,FALSE,FALSE,FALSE,OK,OK,OK,OK
4b4352b9-6b9c-4e2c-829b-cae3a33cad72,Bridge Loan,GBP,660535.5,354369.12,284919.6,100,180762.52,FALSE,FALSE,FALSE,OK,OK,OK,OK
bd9e7002-e0ee-4f8d-b712-1c425f748c9e,Revolver,GBP,922519.65,367224.53,993641.99,100,525304.79,FALSE,FALSE,TRUE,OK,OK,OK,Ensure stress test model aligns with Fed guidelines; normalize outliers
3cfd9e6f-fa36-4ccc-b1c7-1791ec491a40,Revolver,GBP,696825.49,893512.51,90912.56,100,133328.82,FALSE,FALSE,FALSE,OK,OK,OK,OK
c91da95d-46ff-4d0b-b618-b111d2b0ad73,Bridge Loan,CNY,701822.36,382905.39,579169.84,100,246759.08,FALSE,FALSE,FALSE,OK,OK,OK,OK
43f83e7e-639e-4c7e-be1e-3ac773ae632b,Revolver,GBP,227978.13,462814.51,992001.44,100,56844.56,FALSE,FALSE,FALSE,OK,OK,OK,OK
0ceace5e-6c7c-405d-a16b-ae1d74480a8e,Revolver,EUR,671504.56,897889.57,152119.64,100,394180.67,FALSE,FALSE,FALSE,OK,OK,OK,OK
dd8be65c-d061-4c93-acd7-817a0104e3d5,Syndicated Loan,USD,495216.63,826131.92,749711.77,100,191513.44,FALSE,FALSE,FALSE,OK,OK,OK,OK
a546ba80-98d8-4c43-975d-b32cd81c8ac1,Syndicated Loan,GBP,19779.98,125971.84,356303.84,100,683708.36,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
12f879cd-09af-4064-8e61-6a1a8038dc85,Bridge Loan,EUR,713687.44,175016.57,3857.79,100,109523.29,FALSE,FALSE,FALSE,OK,OK,OK,OK
66c8c770-4d1f-49f1-b97d-4a8000d8c7e2,Term Loan,JPY,523063.06,246309.34,21736.23,100,378733.25,FALSE,FALSE,FALSE,OK,OK,OK,OK
a61a0f95-8c11-4e92-9187-c8041d2fdb14,Revolver,JPY,245862.3,568287.18,112599.24,100,925245.72,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
4d1e0f38-297b-45cf-b93b-f2019d062b5e,Bridge Loan,JPY,891246.65,863124.19,93180.78,100,374114.68,FALSE,FALSE,FALSE,OK,OK,OK,OK
39adae9f-27d7-4207-99fb-a376c9d9aff8,Syndicated Loan,USD,188249.16,224917.21,916656.79,100,414513.44,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
9abf7c6d-1455-484c-a972-60d32249e62a,Revolver,GBP,924212.93,196702.05,983388.82,100,232746.42,FALSE,FALSE,FALSE,OK,OK,OK,OK
0e508e4f-5d96-4308-891a-baad9a4c5a64,Syndicated Loan,JPY,88578.62,915186.53,771870.57,100,293285.76,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
b7d99584-fd7c-474c-9309-966dabd62665,Revolver,CNY,402753.07,305526.01,387125.38,100,988671.6,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
1aa2c3b4-c9b0-4a99-a852-a746d54b7559,Term Loan,JPY,85413.38,301412.64,880431.4,100,792500.46,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
b781ef9a-5d60-4272-aa4c-df61234ad95d,Bridge Loan,USD,91120.66,273216.45,97816.07,100,503523.66,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
41290f11-5b7f-4fe0-9a4d-18395ac431ef,Syndicated Loan,USD,430586.9,821528.53,208670.33,100,422722.62,FALSE,FALSE,FALSE,OK,OK,OK,OK
e30cd199-b233-4d8f-819e-24d2316a773c,Revolver,EUR,266107.7,731002.03,440960.31,100,14146.69,FALSE,FALSE,FALSE,OK,OK,OK,OK
815ea63c-6c83-4edc-8fe4-4c4d9b5497c6,Bridge Loan,USD,306393.32,902499.44,163244.52,100,622942.68,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
3af337a4-adda-4559-ae02-689815731789,Syndicated Loan,CNY,789468.66,549496.06,906744.81,100,886802.54,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
ca803cbf-7a93-4ef6-b9d3-014c4a444796,Syndicated Loan,USD,286290.32,12730.53,284378.7,100,533978.19,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
3838bd27-6777-454a-8b1a-3b9f5b8dc1dc,Syndicated Loan,JPY,563559.95,677045.72,31339.97,100,998323.5,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
c9278fef-fb7f-4629-80da-8ab1b73d1436,Bridge Loan,JPY,748472.72,303769.45,988482.69,100,450484.9,FALSE,FALSE,FALSE,OK,OK,OK,OK
d852e490-b38a-4b5a-80db-dd6d96e6beb5,Syndicated Loan,USD,680330.47,962933.1,787277.74,100,911310.67,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
bce6ac7b-ff0a-42c6-9f67-633c127002c5,Revolver,USD,64438.57,543109.31,282769.11,100,903275.72,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
1345200b-a7d9-454b-8e71-7e35eecf2cd3,Term Loan,EUR,411569.43,599733.87,886133.54,100,604125.55,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
a177a26b-2ee8-4469-97b3-0af9b93cd4be,Bridge Loan,GBP,118710.63,39892.73,204702.68,100,16355.99,FALSE,FALSE,FALSE,OK,OK,OK,OK
7d990897-9721-4e56-b8a8-4425fee3007e,Term Loan,JPY,412943.17,53096.63,995618.12,100,120007.61,FALSE,FALSE,TRUE,OK,OK,OK,Ensure stress test model aligns with Fed guidelines; normalize outliers
8ba6380f-8a41-4a9a-9c98-1a568a7bc43d,Revolver,GBP,587509.54,507247.31,907474.84,100,492268.64,FALSE,FALSE,FALSE,OK,OK,OK,OK
77a99a45-8c96-409d-a257-467b2de4ca74,Syndicated Loan,CNY,124742.62,784438.87,742965.84,100,128984.05,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
a9b491d6-c7c0-4453-84f1-ef82366e7e28,Bridge Loan,EUR,147904.28,902305.84,792727.63,100,79839.91,FALSE,FALSE,FALSE,OK,OK,OK,OK
800077d9-40aa-4594-8d41-789aa6de672b,Revolver,CNY,789465.75,874401.78,474015.45,100,597446.41,FALSE,FALSE,FALSE,OK,OK,OK,OK
4facba8e-bea3-48e1-aada-b4cc554b63f8,Term Loan,GBP,735077.23,89259.09,23257.42,100,562107.32,FALSE,FALSE,FALSE,OK,OK,OK,OK
21ae6f8e-9c3d-4d68-95b9-82758d52f3f5,Bridge Loan,CNY,338829.32,308297.05,142512.31,100,558333.18,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
7babe3e1-5159-4676-89db-9925ed4cfb67,Bridge Loan,JPY,930257.51,759763.28,326398.42,100,344130.4,FALSE,FALSE,FALSE,OK,OK,OK,OK
a4364acf-b299-4c6e-a8ce-84b016fb859a,Term Loan,JPY,791279.5,474732.53,926112.99,100,638793.53,FALSE,FALSE,FALSE,OK,OK,OK,OK
571faa0d-06a0-4975-92bf-3e09201a3ef0,Bridge Loan,JPY,682589.16,919674.2,715299,100,346590.31,FALSE,FALSE,FALSE,OK,OK,OK,OK
dab2d6c9-0d26-4cd4-b12b-8d0f92dffc8b,Revolver,EUR,483717.29,469313.06,688316.48,100,242233.52,FALSE,FALSE,FALSE,OK,OK,OK,OK
2480ced4-5199-4a20-b0b7-cf65402ac232,Bridge Loan,USD,265582.08,409914.7,208666.78,100,120190.24,FALSE,FALSE,FALSE,OK,OK,OK,OK
f7b08198-3eed-4d9d-944e-9a7430d8e3f3,Bridge Loan,EUR,577933.34,359089.12,605456.21,100,171054.77,FALSE,FALSE,FALSE,OK,OK,OK,OK
b7e7ca27-51f9-4b51-98a0-1c0a7f486179,Term Loan,JPY,186356.27,872526.77,829688,100,572313.19,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
acd0f3f5-6408-4d80-ab1a-a6292b577355,Bridge Loan,EUR,675302.84,838497.57,286264.25,100,524345.6,FALSE,FALSE,FALSE,OK,OK,OK,OK
70fe1bcc-53c4-402b-9db5-08b694dbee58,Syndicated Loan,USD,615004.47,643815.03,890920.66,100,4890,FALSE,FALSE,FALSE,OK,OK,OK,OK
3b5917ad-b917-4434-a928-d7d1482998c0,Revolver,GBP,64343.45,59382.6,800677.62,100,761218.64,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
3f20a783-cc88-4dec-9857-9df3c215de1a,Revolver,USD,839677.67,528839.34,764088,100,830837.11,FALSE,FALSE,FALSE,OK,OK,OK,OK
6133babb-2510-4aa6-b188-c99a030fe4c4,Bridge Loan,EUR,765288.22,725335.72,946840.15,100,699852.61,FALSE,FALSE,FALSE,OK,OK,OK,OK
34f4e283-c47c-4db1-9ca0-1a5d8eab2990,Syndicated Loan,JPY,277534.88,537245.12,7962.52,100,238610.08,FALSE,FALSE,FALSE,OK,OK,OK,OK
92368467-dda0-4393-b1c1-feb5bc29fda3,Revolver,EUR,202459.52,126078.41,740131.19,100,955966.66,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
ad1549c5-ae76-49fc-be94-9ff0dd399f8f,Bridge Loan,USD,829961.38,293009.34,421319.36,100,519320.08,FALSE,FALSE,FALSE,OK,OK,OK,OK
081ed0e1-746a-4022-953f-35262669de60,Revolver,CNY,360330.54,376437.82,318036.77,100,524384.23,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
c76422e1-2a57-43b5-8380-6aa8d385aaa6,Syndicated Loan,CNY,148959.19,301118.65,587403.27,100,202486.75,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
ea35b148-d8e5-42f6-a2a1-616f67ba3ed1,Revolver,JPY,513170.84,275425.49,512608.04,100,736330.24,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
0582820a-1d24-402a-adf3-7a73e5dbc2d3,Revolver,USD,261590.14,98616.69,780069.32,100,459317.82,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
a26054d7-b3fa-4f2c-a068-420dd7aa0923,Term Loan,CNY,242569.91,616995.58,52186.99,100,396387.68,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
9fb03ce9-0b90-41fd-9ba6-fbd9533e249b,Bridge Loan,EUR,674280.75,374623.72,411000.27,100,161325.76,FALSE,FALSE,FALSE,OK,OK,OK,OK
8802b4b9-ee40-47e4-a176-43ef2c5eb697,Syndicated Loan,USD,832684.09,185046.36,929633.39,100,509188.14,FALSE,FALSE,FALSE,OK,OK,OK,OK
b0ccb19d-9e87-4c21-8693-ab097ba3315f,Term Loan,JPY,116293.12,731257.4,19795.14,100,214462.75,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
ff525bfe-9ff1-4e39-b8d3-46f731f1b583,Syndicated Loan,USD,824727.97,725036.7,465278.46,100,427084.74,FALSE,FALSE,FALSE,OK,OK,OK,OK
eeac79d5-0808-48a9-a6f9-4f87b0614b47,Syndicated Loan,GBP,147841.76,208901.52,38186.33,100,266404.97,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
d9185c7c-1305-42e5-b9a9-31e8484da125,Revolver,USD,433784.43,822014.27,354378.68,100,22477.83,FALSE,FALSE,FALSE,OK,OK,OK,OK
25991b42-2fc8-4d47-9c8d-3cde159a813f,Bridge Loan,GBP,240675.31,843188.85,88625.5,100,503803.23,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
6eb0c6df-3c11-4a35-89e1-7facd815d5ba,Term Loan,EUR,890592.54,551483.87,382669.72,100,805596.05,FALSE,FALSE,FALSE,OK,OK,OK,OK
3e6d52a9-e810-40b1-a6d4-1a04437e81d8,Term Loan,JPY,859413.76,655702.64,952460.23,100,714435,FALSE,FALSE,FALSE,OK,OK,OK,OK
f3b1c867-bc9c-4389-bfec-4b193f1f30b8,Revolver,USD,944321.17,173518.4,121541.29,100,313407.83,FALSE,FALSE,FALSE,OK,OK,OK,OK
ba64507d-0f19-462d-a5fb-e23a2d1cbc42,Term Loan,USD,398515.19,590063.86,81235.15,100,259098.76,FALSE,FALSE,FALSE,OK,OK,OK,OK
02cdce63-b88e-4a0e-830f-fd216e913b83,Revolver,EUR,148003.37,987730.54,166874.68,100,437697.54,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
a6cfbbea-40ab-4685-b144-d780560b16bc,Bridge Loan,GBP,577550.39,575008.82,888089.17,100,431119.17,FALSE,FALSE,FALSE,OK,OK,OK,OK
010713b3-dacf-44a3-bc66-3252b5b0dfb9,Syndicated Loan,EUR,109322.02,946323.12,447269.36,100,90788.7,FALSE,FALSE,FALSE,OK,OK,OK,OK
3ddf0e5d-83a5-48fe-889b-8c6df7bd8154,Bridge Loan,USD,432002.37,552940.59,844012.76,100,681664.4,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
b398e02c-ea5c-404a-897f-dbdff3bab61e,Bridge Loan,JPY,434879.23,957060.14,919904.04,100,192116.29,FALSE,FALSE,FALSE,OK,OK,OK,OK
586b0832-a294-4908-ab2f-6f5539cfeb1f,Revolver,GBP,44173.13,739320.86,787873.9,100,528164.48,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
bc81c2f8-d904-4525-afe9-7518e7161941,Syndicated Loan,GBP,968543.93,553253.74,7356.78,100,83497.61,FALSE,FALSE,FALSE,OK,OK,OK,OK
2991fed1-af34-42fb-941d-05b8dc17d236,Revolver,EUR,446137.12,794367.77,317938.66,100,126924.64,FALSE,FALSE,FALSE,OK,OK,OK,OK
8c3b5b34-a5f5-4482-b5ab-e73ba8e85337,Syndicated Loan,JPY,353823.44,403289.97,770910.77,100,50915.16,FALSE,FALSE,FALSE,OK,OK,OK,OK
d6464dbd-d1a2-4214-8732-0559a04feccd,Syndicated Loan,USD,225891.91,74141.45,772505.71,100,865696.14,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
99f3528b-12fa-44c5-a23e-cc9586810881,Term Loan,USD,806097.77,458078.63,341400.59,100,958628.25,TRUE,FALSE,FALSE,OK,Recalculate Economic Capital or adjust LGD assumptions,OK,OK
05c0e521-c19c-4e0e-b17e-79d33dd78139,Revolver,JPY,428780.02,829570.32,210793.35,100,63882.64,FALSE,FALSE,FALSE,OK,OK,OK,OK
