Customer_ID,Loan_Type,Currency,Economic_Capital,Expected_Credit_Loss,Stress_Test_Scenario,Recovery_Percentage,Net_Loss_Given_Default
85712a66-1428-4d99-97c4-7cbd7d28e620,Bridge Loan,GBP,799255.82,811123.17,859071.71,211774.72,475170.25
82c57d14-1f3f-40dc-aecc-306ba132b5f7,Bridge Loan,USD,650355.85,731108.08,195093.11,957242.42,969157.44
f8c54514-7feb-4b79-a41d-effd915fc0fc,Term Loan,USD,803252.36,623442.55,686985.61,674497.64,599041.01
bb994e53-0031-45db-9989-ab64ccb0cbd3,Bridge Loan,CNY,38008.62,14835.38,442408.4,872691.65,757928.53
783b92a1-ba20-46dc-a975-7b495b9fbee3,Revolver,EUR,845466.53,442347.94,692157.19,241677.51,535116.06
a29b675a-aa9f-4b36-ac92-d09397e88098,Syndicated Loan,GBP,750712.66,189878.25,834445.67,499126.44,796044.99
01037a23-a58f-4322-8d14-7425c006d25f,Syndicated Loan,EUR,473949.87,440203.2,844904.83,681094.75,867691.55
07009531-6867-4eb9-b457-b2e6e7707290,Bridge Loan,EUR,421420.35,167783.16,703258.02,241594.54,848018.92
c8eb6edc-fa43-4262-8acb-384dfc412a40,Revolver,CNY,571218.07,36609.72,916168.02,333007.7,448209.97
0770b53b-014a-48a6-aafa-d730ce2d6064,Term Loan,CNY,85504.76,593294.24,733311.5,201793.89,221680.17
c1bdbf15-60ca-4fb3-a77e-56ff92b60277,Bridge Loan,CNY,895328.06,191801.49,667827.57,896600.83,285494.73
cab15564-deca-4bec-b224-b0db2fae17d5,Bridge Loan,EUR,68853.92,536423.25,469930.17,241067.64,376951.58
1c85b849-15b1-4c09-b664-a54615174220,Bridge Loan,EUR,500699.6,697558.71,133387.69,725872.59,183105.85
024ed763-6efc-472a-bc32-d9d36958da3e,Bridge Loan,JPY,73144.47,638412.09,372185.88,504098.84,298027.66
ea32baf1-d60d-4ff9-999e-a5c493b6cbab,Term Loan,GBP,194956.24,624408.62,891355.64,712183.06,686026.74
65ef929a-05cd-4405-9f4d-ca291cb7750f,Bridge Loan,JPY,754335.04,402733.82,976602.0,161690.78,152736.54
f32de6da-b20c-4268-af54-0b5f732f865f,Bridge Loan,CNY,483140.73,311366.48,408421.15,451118.91,364107.49
82595ef1-6da4-4395-9739-f90dbabe9d8e,Syndicated Loan,USD,415327.93,612366.89,597809.95,719093.19,557023.5
971886e7-4e97-425e-8bea-f0aac3ea2782,Term Loan,GBP,889162.17,913895.06,685890.41,409958.26,884593.92
135bba34-bdc0-412d-8fcd-64fbd4871b0f,Syndicated Loan,EUR,741534.82,750045.41,129684.52,391988.4,196900.33
da106bc1-6234-4f18-a01e-3299de92c985,Bridge Loan,GBP,932305.86,316828.01,164514.48,348047.04,574081.11
c99467bc-639e-4e5e-804f-f661b0a16663,Revolver,USD,222570.24,874331.12,135759.06,904183.26,71935.81
366d9ad4-960e-47e2-be73-791238d68431,Syndicated Loan,EUR,282378.1,942074.37,609219.95,481921.08,897139.49
97e296e6-8462-4b45-aeae-07bab1271ab4,Revolver,EUR,335443.05,859428.4,861249.59,324226.66,254477.67
45b980cb-f55a-4d8a-aecb-948636476991,Revolver,JPY,258103.4,235919.54,334853.94,287444.32,136938.16
4151bc2f-1fe0-42d1-ad07-b3280aaf9c0d,Revolver,CNY,31043.58,425504.32,973784.98,417812.64,711676.35
b3976445-6381-4c66-b996-bd19141fbc43,Bridge Loan,CNY,851363.82,646245.78,992867.87,443082.11,627079.29
2c409f92-1428-4f77-8250-5df14c9722ca,Term Loan,EUR,852688.54,646031.52,793166.53,262998.07,35573.15
51a67008-b25b-45d7-98da-54259c81c524,Bridge Loan,CNY,610965.73,748820.69,223378.92,199863.79,368168.44
1d2455f1-ecc4-4cfd-8d79-40635f7016ab,Revolver,CNY,99217.43,162378.48,990302.71,671576.61,670631.18
7f22bb11-97a8-4fa7-82fd-8a18b0558eac,Revolver,CNY,553814.05,742140.96,891514.23,653767.54,638941.11
69680158-649d-4ae0-aef6-e66093fa706f,Revolver,JPY,541146.99,537840.71,641506.56,152068.53,602780.41
c57372c8-1def-42be-bf7a-9c6553e67d3d,Syndicated Loan,JPY,746549.27,380866.3,694940.17,302865.63,794922.37
0d0c7314-84ae-4201-80c4-0e33e0f36dc5,Revolver,JPY,132870.35,728898.18,669330.52,432334.96,963929.24
d738a354-b52e-4a2b-b704-2f560e53c753,Syndicated Loan,GBP,794763.59,128862.69,990899.37,101361.44,105790.23
42c2bbbf-61b9-4d3d-a758-7c44f262583c,Bridge Loan,USD,609783.41,546276.16,190422.02,404901.27,926510.86
dde25f12-d174-4749-b136-0d646f4aea9a,Term Loan,JPY,16670.38,190411.82,464297.32,437429.14,601632.05
a3287ba4-f96e-4db1-9674-aebf05414d6a,Term Loan,CNY,481255.7,433389.33,893637.63,611552.61,402843.2
e1da5970-d99f-4d1f-bb49-6de9381ecf22,Syndicated Loan,EUR,59302.88,225840.03,381221.09,809256.86,99250.54
55d9ab0a-85c0-4b87-a459-07efb37bfc71,Term Loan,CNY,397639.08,392935.14,76132.96,381084.01,531888.4
9c1f9f16-ddd8-45c3-a953-c36eb1c5b4cf,Bridge Loan,USD,319797.71,619386.74,818693.9,162409.14,627095.14
4d46509a-ca57-4d35-85d8-f95306dd01ad,Syndicated Loan,CNY,458858.75,752753.96,895383.29,408982.43,308760.0
e2a44ee5-fc51-4bbb-b89e-800fa45b9a5b,Term Loan,CNY,616293.73,772180.67,610029.47,520310.74,536849.77
4b4352b9-6b9c-4e2c-829b-cae3a33cad72,Bridge Loan,GBP,660535.5,354369.12,284919.6,833303.08,180762.52
bd9e7002-e0ee-4f8d-b712-1c425f748c9e,Revolver,GBP,922519.65,367224.53,993641.99,337057.15,525304.79
3cfd9e6f-fa36-4ccc-b1c7-1791ec491a40,Revolver,GBP,696825.49,893512.51,90912.56,575889.85,133328.82
c91da95d-46ff-4d0b-b618-b111d2b0ad73,Bridge Loan,CNY,701822.36,382905.39,579169.84,258232.51,246759.08
43f83e7e-639e-4c7e-be1e-3ac773ae632b,Revolver,GBP,227978.13,462814.51,992001.44,265783.86,56844.56
0ceace5e-6c7c-405d-a16b-ae1d74480a8e,Revolver,EUR,671504.56,897889.57,152119.64,322214.97,394180.67
dd8be65c-d061-4c93-acd7-817a0104e3d5,Syndicated Loan,USD,495216.63,826131.92,749711.77,835946.42,191513.44
a546ba80-98d8-4c43-975d-b32cd81c8ac1,Syndicated Loan,GBP,19779.98,125971.84,356303.84,549016.41,683708.36
12f879cd-09af-4064-8e61-6a1a8038dc85,Bridge Loan,EUR,713687.44,175016.57,3857.79,816806.08,109523.29
66c8c770-4d1f-49f1-b97d-4a8000d8c7e2,Term Loan,JPY,523063.06,246309.34,21736.23,566297.76,378733.25
a61a0f95-8c11-4e92-9187-c8041d2fdb14,Revolver,JPY,245862.3,568287.18,112599.24,329157.51,925245.72
4d1e0f38-297b-45cf-b93b-f2019d062b5e,Bridge Loan,JPY,891246.65,863124.19,93180.78,67711.5,374114.68
39adae9f-27d7-4207-99fb-a376c9d9aff8,Syndicated Loan,USD,188249.16,224917.21,916656.79,821631.5,414513.44
9abf7c6d-1455-484c-a972-60d32249e62a,Revolver,GBP,924212.93,196702.05,983388.82,107373.46,232746.42
0e508e4f-5d96-4308-891a-baad9a4c5a64,Syndicated Loan,JPY,88578.62,915186.53,771870.57,917953.54,293285.76
b7d99584-fd7c-474c-9309-966dabd62665,Revolver,CNY,402753.07,305526.01,387125.38,247156.44,988671.6
1aa2c3b4-c9b0-4a99-a852-a746d54b7559,Term Loan,JPY,85413.38,301412.64,880431.4,757091.36,792500.46
b781ef9a-5d60-4272-aa4c-df61234ad95d,Bridge Loan,USD,91120.66,273216.45,97816.07,61763.58,503523.66
41290f11-5b7f-4fe0-9a4d-18395ac431ef,Syndicated Loan,USD,430586.9,821528.53,208670.33,632467.52,422722.62
e30cd199-b233-4d8f-819e-24d2316a773c,Revolver,EUR,266107.7,731002.03,440960.31,957447.5,14146.69
815ea63c-6c83-4edc-8fe4-4c4d9b5497c6,Bridge Loan,USD,306393.32,902499.44,163244.52,208295.9,622942.68
3af337a4-adda-4559-ae02-689815731789,Syndicated Loan,CNY,789468.66,549496.06,906744.81,505279.36,886802.54
ca803cbf-7a93-4ef6-b9d3-014c4a444796,Syndicated Loan,USD,286290.32,12730.53,284378.7,928375.57,533978.19
3838bd27-6777-454a-8b1a-3b9f5b8dc1dc,Syndicated Loan,JPY,563559.95,677045.72,31339.97,207252.27,998323.5
c9278fef-fb7f-4629-80da-8ab1b73d1436,Bridge Loan,JPY,748472.72,303769.45,988482.69,491618.75,450484.9
d852e490-b38a-4b5a-80db-dd6d96e6beb5,Syndicated Loan,USD,680330.47,962933.1,787277.74,712678.26,911310.67
bce6ac7b-ff0a-42c6-9f67-633c127002c5,Revolver,USD,64438.57,543109.31,282769.11,734746.6,903275.72
1345200b-a7d9-454b-8e71-7e35eecf2cd3,Term Loan,EUR,411569.43,599733.87,886133.54,424549.78,604125.55
a177a26b-2ee8-4469-97b3-0af9b93cd4be,Bridge Loan,GBP,118710.63,39892.73,204702.68,29134.44,16355.99
7d990897-9721-4e56-b8a8-4425fee3007e,Term Loan,JPY,412943.17,53096.63,995618.12,252787.64,120007.61
8ba6380f-8a41-4a9a-9c98-1a568a7bc43d,Revolver,GBP,587509.54,507247.31,907474.84,333936.21,492268.64
77a99a45-8c96-409d-a257-467b2de4ca74,Syndicated Loan,CNY,124742.62,784438.87,742965.84,678539.68,128984.05
a9b491d6-c7c0-4453-84f1-ef82366e7e28,Bridge Loan,EUR,147904.28,902305.84,792727.63,32626.64,79839.91
800077d9-40aa-4594-8d41-789aa6de672b,Revolver,CNY,789465.75,874401.78,474015.45,499207.24,597446.41
4facba8e-bea3-48e1-aada-b4cc554b63f8,Term Loan,GBP,735077.23,89259.09,23257.42,951095.07,562107.32
21ae6f8e-9c3d-4d68-95b9-82758d52f3f5,Bridge Loan,CNY,338829.32,308297.05,142512.31,502134.38,558333.18
7babe3e1-5159-4676-89db-9925ed4cfb67,Bridge Loan,JPY,930257.51,759763.28,326398.42,301370.44,344130.4
a4364acf-b299-4c6e-a8ce-84b016fb859a,Term Loan,JPY,791279.5,474732.53,926112.99,756648.9,638793.53
571faa0d-06a0-4975-92bf-3e09201a3ef0,Bridge Loan,JPY,682589.16,919674.2,715299.0,933025.32,346590.31
dab2d6c9-0d26-4cd4-b12b-8d0f92dffc8b,Revolver,EUR,483717.29,469313.06,688316.48,469982.24,242233.52
2480ced4-5199-4a20-b0b7-cf65402ac232,Bridge Loan,USD,265582.08,409914.7,208666.78,67864.4,120190.24
f7b08198-3eed-4d9d-944e-9a7430d8e3f3,Bridge Loan,EUR,577933.34,359089.12,605456.21,673964.08,171054.77
b7e7ca27-51f9-4b51-98a0-1c0a7f486179,Term Loan,JPY,186356.27,872526.77,829688.0,344763.6,572313.19
acd0f3f5-6408-4d80-ab1a-a6292b577355,Bridge Loan,EUR,675302.84,838497.57,286264.25,403685.24,524345.6
70fe1bcc-53c4-402b-9db5-08b694dbee58,Syndicated Loan,USD,615004.47,643815.03,890920.66,347542.08,4890.0
3b5917ad-b917-4434-a928-d7d1482998c0,Revolver,GBP,64343.45,59382.6,800677.62,383175.9,761218.64
3f20a783-cc88-4dec-9857-9df3c215de1a,Revolver,USD,839677.67,528839.34,764088.0,652546.83,830837.11
6133babb-2510-4aa6-b188-c99a030fe4c4,Bridge Loan,EUR,765288.22,725335.72,946840.15,51819.03,699852.61
34f4e283-c47c-4db1-9ca0-1a5d8eab2990,Syndicated Loan,JPY,277534.88,537245.12,7962.52,823262.14,238610.08
92368467-dda0-4393-b1c1-feb5bc29fda3,Revolver,EUR,202459.52,126078.41,740131.19,934080.24,955966.66
ad1549c5-ae76-49fc-be94-9ff0dd399f8f,Bridge Loan,USD,829961.38,293009.34,421319.36,589245.22,519320.08
081ed0e1-746a-4022-953f-35262669de60,Revolver,CNY,360330.54,376437.82,318036.77,318199.33,524384.23
c76422e1-2a57-43b5-8380-6aa8d385aaa6,Syndicated Loan,CNY,148959.19,301118.65,587403.27,278292.82,202486.75
ea35b148-d8e5-42f6-a2a1-616f67ba3ed1,Revolver,JPY,513170.84,275425.49,512608.04,196188.76,736330.24
0582820a-1d24-402a-adf3-7a73e5dbc2d3,Revolver,USD,261590.14,98616.69,780069.32,672426.61,459317.82
a26054d7-b3fa-4f2c-a068-420dd7aa0923,Term Loan,CNY,242569.91,616995.58,52186.99,516302.31,396387.68
9fb03ce9-0b90-41fd-9ba6-fbd9533e249b,Bridge Loan,EUR,674280.75,374623.72,411000.27,846564.72,161325.76
8802b4b9-ee40-47e4-a176-43ef2c5eb697,Syndicated Loan,USD,832684.09,185046.36,929633.39,3585.69,509188.14
b0ccb19d-9e87-4c21-8693-ab097ba3315f,Term Loan,JPY,116293.12,731257.4,19795.14,110382.06,214462.75
ff525bfe-9ff1-4e39-b8d3-46f731f1b583,Syndicated Loan,USD,824727.97,725036.7,465278.46,142793.95,427084.74
eeac79d5-0808-48a9-a6f9-4f87b0614b47,Syndicated Loan,GBP,147841.76,208901.52,38186.33,299167.42,266404.97
d9185c7c-1305-42e5-b9a9-31e8484da125,Revolver,USD,433784.43,822014.27,354378.68,194625.56,22477.83
25991b42-2fc8-4d47-9c8d-3cde159a813f,Bridge Loan,GBP,240675.31,843188.85,88625.5,152974.47,503803.23
6eb0c6df-3c11-4a35-89e1-7facd815d5ba,Term Loan,EUR,890592.54,551483.87,382669.72,596769.35,805596.05
3e6d52a9-e810-40b1-a6d4-1a04437e81d8,Term Loan,JPY,859413.76,655702.64,952460.23,123084.83,714435.0
f3b1c867-bc9c-4389-bfec-4b193f1f30b8,Revolver,USD,944321.17,173518.4,121541.29,142638.01,313407.83
ba64507d-0f19-462d-a5fb-e23a2d1cbc42,Term Loan,USD,398515.19,590063.86,81235.15,297457.36,259098.76
02cdce63-b88e-4a0e-830f-fd216e913b83,Revolver,EUR,148003.37,987730.54,166874.68,785579.5,437697.54
a6cfbbea-40ab-4685-b144-d780560b16bc,Bridge Loan,GBP,577550.39,575008.82,888089.17,375926.45,431119.17
010713b3-dacf-44a3-bc66-3252b5b0dfb9,Syndicated Loan,EUR,109322.02,946323.12,447269.36,415019.17,90788.7
3ddf0e5d-83a5-48fe-889b-8c6df7bd8154,Bridge Loan,USD,432002.37,552940.59,844012.76,533179.43,681664.4
b398e02c-ea5c-404a-897f-dbdff3bab61e,Bridge Loan,JPY,434879.23,957060.14,919904.04,960229.2,192116.29
586b0832-a294-4908-ab2f-6f5539cfeb1f,Revolver,GBP,44173.13,739320.86,787873.9,713561.85,528164.48
bc81c2f8-d904-4525-afe9-7518e7161941,Syndicated Loan,GBP,968543.93,553253.74,7356.78,139782.21,83497.61
2991fed1-af34-42fb-941d-05b8dc17d236,Revolver,EUR,446137.12,794367.77,317938.66,742234.64,126924.64
8c3b5b34-a5f5-4482-b5ab-e73ba8e85337,Syndicated Loan,JPY,353823.44,403289.97,770910.77,920058.4,50915.16
d6464dbd-d1a2-4214-8732-0559a04feccd,Syndicated Loan,USD,225891.91,74141.45,772505.71,390172.31,865696.14
99f3528b-12fa-44c5-a23e-cc9586810881,Term Loan,USD,806097.77,458078.63,341400.59,777786.31,958628.25
05c0e521-c19c-4e0e-b17e-79d33dd78139,Revolver,JPY,428780.02,829570.32,210793.35,469577.64,63882.64
b806554a-a280-45b2-9935-4128b96d2e64,Term Loan,JPY,245540.23,127832.09,93113.05,221021.58,303894.02
f10775d9-585a-4f17-8173-fc59ef23f82d,Term Loan,JPY,203930.08,469365.63,445303.41,67754.67,536044.37
58b0fcd3-f61f-4018-b10c-d4373e4fdd9c,Term Loan,CNY,551125.32,356660.76,313283.17,400047.97,142724.1
7bff70ff-65f5-4bfc-8f3a-96aff68a78cd,Revolver,USD,317916.58,3859.7,7756.35,519252.12,952487.43
d486ab85-bedf-4257-81aa-f81db6b36703,Bridge Loan,GBP,744337.59,963344.64,563945.3,506108.11,72501.76
9474e3d8-5177-45e7-bdd6-77911a5fb99f,Revolver,EUR,666910.57,442925.53,439936.34,548122.09,204922.45
fc66e119-fa39-441e-b45a-44996abd7998,Bridge Loan,GBP,878891.04,921762.13,294508.66,934678.99,116743.74
65dff804-efe0-4f8a-bb88-7227c0fddcb6,Syndicated Loan,USD,834405.98,598486.97,202854.72,650533.48,539915.0
fdf10413-a2fe-4060-963a-769bbe856fed,Revolver,EUR,87988.1,823531.37,454000.66,588482.73,731971.58
8950970f-7f90-4d92-a0d5-db29d4731236,Bridge Loan,GBP,576099.85,38572.32,309007.6,592426.01,661494.26
061606b6-f876-4459-8b91-a17d1fb03354,Revolver,EUR,18500.02,151340.57,350581.65,591390.05,350235.19
feeea91d-31cb-4291-a0f5-d721f95cf714,Revolver,CNY,164916.55,65125.99,880256.22,289838.5,60939.1
9a774d40-b743-407f-b9b7-5479e5e95e39,Syndicated Loan,EUR,307528.99,960115.8,800988.43,667460.91,966917.14
80c0ef76-bdd8-4082-acd9-3603480becfc,Syndicated Loan,GBP,924250.28,787364.95,259369.18,805203.47,844407.86
fccdd9dd-bfc0-4bcf-8ae5-333614596632,Bridge Loan,GBP,171882.61,886295.8,518886.15,466231.16,767944.37
ffe40e84-642a-4f8e-b02a-45ea8cae4c7f,Bridge Loan,EUR,395522.01,725886.96,982006.09,50079.89,260306.06
05c2482f-12ab-4406-8422-ac0b5cf0d3ed,Syndicated Loan,USD,568027.7,683607.16,218507.11,697404.54,51167.59
5dd90adc-bb60-42e7-ab50-7623f003e3be,Revolver,USD,805950.3,459638.93,894717.18,324597.74,83964.93
96005d3f-3183-4383-8308-ef4d35ea674f,Syndicated Loan,USD,750514.34,664232.9,909142.71,198268.21,70659.36
47f5bc6f-e0b3-4492-b593-a702da3ce81d,Bridge Loan,GBP,952727.83,925263.96,126334.42,593512.62,644336.12
e1a1b343-5c87-4891-90ed-2bfea1f127e4,Term Loan,JPY,592639.45,283517.66,727196.01,263549.72,787178.34
dcfe61ae-0bd3-4ea5-ba07-c5abeb4eba3d,Term Loan,JPY,829169.74,171487.81,268662.76,3826.7,474323.12
9a07ac96-de4e-4613-9548-fc49f21d4c9c,Bridge Loan,USD,976558.26,275098.46,251172.29,412385.69,953541.02
cdd3e82b-09d7-4d61-8a5d-082e32ead6b7,Syndicated Loan,EUR,226461.97,890655.2,695801.14,156187.94,209232.25
90ab0990-021a-4e53-a34a-a8b308198828,Syndicated Loan,GBP,210902.25,779658.86,356403.96,619498.76,236229.04
b337016a-c1ae-4e11-9fcf-82dfaf5d467c,Revolver,JPY,765257.6,922801.85,934137.9,976290.73,478356.31
5766f461-7d8f-48b9-a656-c9ca01fbb7e8,Revolver,CNY,646249.41,78917.52,629391.43,578592.59,182459.94
5be37456-7cce-406c-898b-1729ab9e774d,Bridge Loan,EUR,939199.69,403211.91,999728.88,529348.13,477787.19
6236ae61-6179-44be-ae73-929f8240cc2a,Syndicated Loan,EUR,11406.14,863233.93,318875.54,48740.55,190513.06
8c551859-8407-423c-988a-a21de4ea1a0e,Bridge Loan,USD,476099.95,848797.85,641274.3,930129.79,951726.54
bc57ea6a-d454-4a6f-960d-021a51a2dae2,Revolver,GBP,863237.83,469472.49,487123.78,37686.55,690592.54
9efa44c5-6d11-432c-a3cf-abe8c3e5bde6,Bridge Loan,CNY,324480.52,747140.55,378337.95,313152.17,433298.83
4f8d163a-9fc6-4ff2-81c0-c383844eaa30,Syndicated Loan,USD,165454.02,19244.5,421784.71,259110.72,800647.1
3628c7b1-90b9-48bb-bd1e-091138e6b6b9,Bridge Loan,EUR,176592.64,691366.37,601739.25,189273.06,543837.44
7fd74c85-c1ee-405b-bcfc-0367a8e82d85,Bridge Loan,GBP,49414.2,665614.4,688091.36,321982.31,590744.81
cde2170a-7b41-4dc6-a644-764f54e03ed5,Bridge Loan,EUR,600581.54,835704.17,752404.35,448709.8,156951.86
080a68f6-407f-46d5-bdb2-376d899ce93c,Term Loan,JPY,183813.86,790427.78,860397.15,920268.99,713314.65
e754c9e7-b17d-4fce-b6b4-720feb807d64,Term Loan,GBP,205708.82,615166.86,753631.56,61255.87,213057.95
d907c4d4-0bd6-48ba-83ea-02517b2710a2,Syndicated Loan,JPY,946292.89,203133.08,809896.8,420455.68,642691.11
d0370c18-16ce-4e44-9e87-56e16d9a67db,Bridge Loan,EUR,43318.55,683635.11,51843.74,916274.57,730887.15
9c272cd7-9ffd-48dc-b291-28e9441de970,Revolver,GBP,545395.68,215780.31,446165.44,984391.06,194001.5
48d3b7d5-0b41-4ef3-b00c-3f8bd6492860,Term Loan,CNY,955270.12,444432.6,223491.35,789256.98,736968.47
f8934b9e-e0f7-4f9a-a36f-e2c45a4871dd,Bridge Loan,CNY,729563.15,522175.5,921967.76,618112.25,103241.09
f0035e5d-4bce-4ae7-8727-57d8f021a1a9,Syndicated Loan,GBP,228617.55,442773.22,973266.09,587010.97,632696.21
d0411b06-6fce-443d-9836-3e1c92582ec0,Revolver,EUR,508755.36,381769.44,497055.32,729263.1,288588.85
19ef09ac-1ef1-4598-821e-86463b4ed159,Term Loan,GBP,346377.21,469795.86,183033.02,628604.36,17927.51
99d91d84-48b7-4c25-9554-fdf5e60a0267,Syndicated Loan,GBP,575857.19,46918.02,180480.94,753707.94,373440.91
d898a855-c2dc-4ad5-b98f-c0de8bcfb671,Revolver,EUR,535526.1,744516.12,801982.66,655287.78,296768.1
80a9679c-6236-4991-9515-8d522faf9c00,Revolver,CNY,821026.32,754235.5,65622.37,335188.56,949895.47
a222a8f1-22ec-4162-96fc-cd9576aac328,Syndicated Loan,EUR,170918.38,510548.69,549151.79,225874.36,892168.22
f7727376-96c7-4472-a63d-4438cf683629,Revolver,CNY,621143.4,372484.31,654568.51,622852.89,444602.73
b5cc5243-9e0d-43a5-ad54-84327a5c0aa4,Term Loan,CNY,183897.85,522180.68,12775.32,46660.85,930617.83
133a359f-9ff3-4e62-a54e-98d0ccb6fed6,Term Loan,JPY,864703.6,163959.53,629165.18,762181.67,313356.87
d861d276-1ae2-4da3-80d2-f04670bfff63,Term Loan,JPY,567071.35,63283.84,835542.11,517816.07,394887.42
d9d6a0e0-3bef-45f9-b8b1-e5cbc97eea89,Bridge Loan,CNY,383691.79,742610.65,892308.25,892038.15,389066.99
3319a345-4453-4bac-9c2d-fa573a4606ed,Syndicated Loan,GBP,431199.83,339219.74,865967.22,903025.35,373037.29
cde27b9f-537f-47d0-906d-e92e3895bce6,Bridge Loan,USD,89359.1,26158.72,974040.43,644840.06,414905.54
7f8f2963-49cc-4693-9dd7-609a3dae2401,Revolver,GBP,986646.69,710544.23,842639.57,678845.97,953795.83
d09d5aa8-f6b7-47f2-a390-c2c35446e718,Term Loan,USD,548192.12,5501.93,132738.3,422775.46,31184.23
83273791-df0c-448f-87b5-ea4fe4f9e630,Term Loan,CNY,274407.63,203146.8,989240.0,873921.05,77485.7
067ccbe8-c5e6-4bd9-940a-b78521274377,Term Loan,GBP,501074.07,412680.78,786883.71,568522.14,128215.01
4a9a7f70-2670-4476-891c-b64a1fad05cb,Bridge Loan,USD,60415.41,61664.23,528158.04,84180.36,572838.95
73f1d38b-de17-4bda-b2ad-7d2535f69a8f,Syndicated Loan,CNY,553800.26,441090.63,452842.64,682732.49,173488.35
339f0c8a-4246-440c-892e-72a5c8ac8245,Revolver,EUR,883567.74,43747.33,644045.96,149038.38,972612.93
710814f9-cab6-4565-a817-66fd512f8095,Bridge Loan,USD,968400.87,993343.42,540281.72,297788.57,804997.71
366b4eef-665d-495f-98ec-7d72a4565b3d,Syndicated Loan,CNY,274781.76,109036.67,583178.31,742782.99,732460.94
5082fd90-ec56-4988-8bc5-b08b6ec99a58,Syndicated Loan,USD,787086.59,166486.41,57611.89,500098.46,70092.51
70885cad-38f9-465e-a181-cef24be788ce,Bridge Loan,EUR,960213.88,920389.88,921462.0,799766.93,523701.3
a9b7115c-e5f8-4514-8565-71d29ed391c3,Revolver,JPY,329210.88,284927.44,15164.69,550169.67,302929.57
32f704f3-4cde-4c21-9f46-5f72b42d74a1,Bridge Loan,CNY,707581.43,894498.94,401674.81,867549.13,302835.0
3527de8a-1eb7-42f8-9dab-e845500e4fcb,Syndicated Loan,GBP,915726.89,838096.07,352583.15,91765.46,796240.14
491faa0d-8471-4c51-907d-b9c5eeef699d,Bridge Loan,EUR,569199.2,999153.89,644254.48,909597.96,846009.96
597ad963-6ff2-4b59-93d8-28734febe303,Term Loan,JPY,932140.09,159087.45,932480.11,600681.3,178709.01
0f2799cb-bc60-4e60-b8f5-8062ba26dc39,Bridge Loan,GBP,33733.67,718563.43,522090.56,717443.17,473137.84
994168a2-a977-46a0-a71a-1a87d6e30b8f,Term Loan,GBP,949748.68,634825.5,577673.33,571229.59,379079.04
727187d4-d0f6-4190-9625-145f81ca84ee,Term Loan,EUR,462645.07,799053.37,69090.57,644623.73,628564.32
786b472e-4436-45f7-bc3f-57b5868cc202,Term Loan,CNY,323463.85,565314.13,83478.42,162493.81,90757.9
909edc69-2391-48af-992c-00a923006a54,Bridge Loan,CNY,687998.57,80823.65,26249.71,375312.05,765177.91
8c46506e-17fb-45b9-a457-73cfe79fb803,Revolver,GBP,929955.71,662938.43,688557.21,929255.02,328167.69
